invoice_id,branch,city,category,payment_method,date,unit_price,quantity,rating,profit_margin,total_price,year,month
2810,WALM078,Del Rio,Fashion accessories,Ewallet,2021-02-03,70.0,1.0,4.0,0.33,70.0,2021,febuary
2811,WALM059,Pflugerville,Home and lifestyle,Ewallet,2022-08-25,57.0,2.0,9.0,0.33,114.0,2022,august
2812,WALM070,Hurst,Fashion accessories,Ewallet,2021-01-06,20.0,3.0,6.0,0.33,60.0,2021,january
2813,WALM090,Brownwood,Home and lifestyle,Ewallet,2021-02-24,77.0,1.0,6.0,0.33,77.0,2021,febuary
2814,WALM085,Kerrville,Fashion accessories,Ewallet,2022-04-23,73.0,2.0,6.0,0.33,146.0,2022,april
2815,WALM097,Alice,Home and lifestyle,Ewallet,2021-02-14,19.0,3.0,4.0,0.18,57.0,2021,febuary
2816,WALM015,Grand Prairie,Fashion accessories,Ewallet,2022-02-22,28.0,2.0,4.0,0.48,56.0,2022,febuary
2817,WALM030,Richardson,Home and lifestyle,Ewallet,2020-01-25,57.0,2.0,7.0,0.48,114.0,2020,january
2818,WALM066,Grapevine,Fashion accessories,Ewallet,2022-11-11,29.0,1.0,6.0,0.33,29.0,2022,november
2819,WALM079,La Porte,Home and lifestyle,Ewallet,2020-12-17,82.0,1.0,4.0,0.33,82.0,2020,december
2820,WALM023,Midland,Electronic accessories,Ewallet,2022-12-31,17.0,1.0,6.0,0.48,17.0,2022,december
2821,WALM013,Irving,Electronic accessories,Ewallet,2023-07-23,16.0,1.0,5.0,0.48,16.0,2023,july
2822,WALM100,Canyon,Electronic accessories,Ewallet,2020-01-11,52.0,2.0,5.0,0.18,104.0,2020,january
2823,WALM098,Mineral Wells,Electronic accessories,Ewallet,2023-11-11,51.0,1.0,8.0,0.18,51.0,2023,november
2824,WALM061,Cedar Park,Electronic accessories,Ewallet,2023-09-28,63.0,3.0,8.0,0.33,189.0,2023,september
2825,WALM030,Richardson,Electronic accessories,Ewallet,2022-01-26,58.0,3.0,7.0,0.48,174.0,2022,january
2826,WALM016,Brownsville,Electronic accessories,Ewallet,2023-07-08,47.0,3.0,6.0,0.48,141.0,2023,july
2827,WALM095,Big Spring,Electronic accessories,Ewallet,2021-12-02,75.0,2.0,8.0,0.33,150.0,2021,december
2828,WALM026,Denton,Electronic accessories,Ewallet,2020-10-02,15.0,2.0,9.0,0.48,30.0,2020,october
2829,WALM019,Pasadena,Electronic accessories,Ewallet,2021-12-08,21.0,2.0,8.0,0.48,42.0,2021,december
2830,WALM061,Cedar Park,Electronic accessories,Ewallet,2020-04-06,50.0,3.0,5.0,0.33,150.0,2020,april
2831,WALM013,Irving,Electronic accessories,Ewallet,2022-07-28,35.0,2.0,8.0,0.48,70.0,2022,july
2832,WALM080,Nacogdoches,Electronic accessories,Ewallet,2020-01-20,24.0,3.0,8.0,0.33,72.0,2020,january
2833,WALM022,Mesquite,Electronic accessories,Ewallet,2022-05-14,70.0,2.0,7.0,0.48,140.0,2022,may
2834,WALM016,Brownsville,Electronic accessories,Ewallet,2020-02-18,79.0,2.0,5.0,0.48,158.0,2020,febuary
2835,WALM070,Hurst,Electronic accessories,Ewallet,2023-02-16,79.0,2.0,5.0,0.33,158.0,2023,febuary
2836,WALM072,Lancaster,Electronic accessories,Ewallet,2022-06-16,21.0,2.0,9.0,0.33,42.0,2022,june
2837,WALM030,Richardson,Electronic accessories,Ewallet,2023-09-25,60.0,2.0,6.0,0.48,120.0,2023,september
2838,WALM057,Euless,Electronic accessories,Ewallet,2021-11-30,33.0,3.0,5.0,0.33,99.0,2021,november
2839,WALM058,Port Arthur,Home and lifestyle,Ewallet,2020-05-08,51.0,2.0,8.0,0.33,102.0,2020,may
2840,WALM041,Mission,Fashion accessories,Ewallet,2020-08-21,27.0,2.0,7.0,0.48,54.0,2020,august
2841,WALM057,Euless,Home and lifestyle,Ewallet,2021-04-01,68.0,3.0,5.0,0.33,204.0,2021,april
2842,WALM040,Edinburg,Fashion accessories,Ewallet,2023-12-21,48.0,1.0,9.0,0.48,48.0,2023,december
2843,WALM053,Conroe,Home and lifestyle,Ewallet,2021-12-14,25.0,1.0,5.0,0.57,25.0,2021,december
2844,WALM037,League City,Fashion accessories,Ewallet,2023-12-02,61.0,3.0,5.0,0.48,183.0,2023,december
2845,WALM030,Richardson,Home and lifestyle,Ewallet,2022-03-26,24.0,3.0,7.0,0.48,72.0,2022,march
2846,WALM061,Cedar Park,Fashion accessories,Ewallet,2023-05-10,70.0,2.0,4.0,0.33,140.0,2023,may
2847,WALM036,Allen,Home and lifestyle,Ewallet,2020-07-12,69.0,3.0,9.0,0.48,207.0,2020,july
2848,WALM044,Pharr,Fashion accessories,Ewallet,2021-05-06,63.0,1.0,5.0,0.48,63.0,2021,may
2849,WALM078,Del Rio,Home and lifestyle,Ewallet,2020-05-19,58.0,3.0,4.0,0.33,174.0,2020,may
2850,WALM088,Cleburne,Fashion accessories,Ewallet,2022-01-03,85.0,1.0,9.0,0.33,85.0,2022,january
2851,WALM047,Flower Mound,Home and lifestyle,Ewallet,2022-03-03,38.0,3.0,5.0,0.48,114.0,2022,march
2852,WALM020,Killeen,Fashion accessories,Ewallet,2020-07-08,44.0,1.0,6.0,0.48,44.0,2020,july
2853,WALM066,Grapevine,Home and lifestyle,Ewallet,2021-10-24,66.0,3.0,7.0,0.33,198.0,2021,october
2854,WALM022,Mesquite,Fashion accessories,Ewallet,2022-01-21,35.0,1.0,8.0,0.48,35.0,2022,january
2855,WALM043,Baytown,Home and lifestyle,Ewallet,2021-10-25,43.0,1.0,9.0,0.48,43.0,2021,october
2856,WALM097,Alice,Fashion accessories,Ewallet,2021-03-30,15.0,2.0,5.0,0.18,30.0,2021,march
2857,WALM024,Carrollton,Home and lifestyle,Ewallet,2022-01-03,31.0,1.0,4.0,0.48,31.0,2022,january
2858,WALM022,Mesquite,Fashion accessories,Ewallet,2022-06-27,29.0,3.0,5.0,0.48,87.0,2022,june
2859,WALM008,Corpus Christi,Home and lifestyle,Ewallet,2022-05-18,65.0,2.0,8.0,0.48,130.0,2022,may
2860,WALM094,Alamo,Fashion accessories,Ewallet,2020-12-10,33.0,2.0,9.0,0.33,66.0,2020,december
2861,WALM092,Lake Jackson,Home and lifestyle,Ewallet,2021-09-09,28.0,1.0,8.0,0.33,28.0,2021,september
2862,WALM009,Plano,Fashion accessories,Ewallet,2023-04-21,17.0,3.0,9.0,0.48,51.0,2023,april
2863,WALM028,Odessa,Home and lifestyle,Ewallet,2021-11-21,28.0,2.0,5.0,0.48,56.0,2021,november
2864,WALM023,Midland,Fashion accessories,Ewallet,2021-12-14,64.0,3.0,9.0,0.48,192.0,2021,december
2865,WALM039,Longview,Home and lifestyle,Ewallet,2023-08-26,84.0,3.0,6.0,0.48,252.0,2023,august
2866,WALM053,Conroe,Fashion accessories,Ewallet,2020-04-02,25.0,3.0,7.0,0.21,75.0,2020,april
2867,WALM095,Big Spring,Home and lifestyle,Ewallet,2020-01-03,57.0,1.0,6.0,0.33,57.0,2020,january
2868,WALM048,Harlingen,Fashion accessories,Ewallet,2021-02-15,76.0,3.0,8.0,0.48,228.0,2021,febuary
2869,WALM061,Cedar Park,Home and lifestyle,Ewallet,2022-12-29,53.0,1.0,5.0,0.33,53.0,2022,december
2870,WALM005,Fort Worth,Fashion accessories,Ewallet,2023-07-19,40.0,2.0,6.0,0.48,80.0,2023,july
2871,WALM015,Grand Prairie,Home and lifestyle,Ewallet,2020-08-27,36.0,2.0,9.0,0.48,72.0,2020,august
2872,WALM085,Kerrville,Fashion accessories,Ewallet,2022-03-05,69.0,3.0,9.0,0.33,207.0,2022,march
2873,WALM049,North Richland Hills,Home and lifestyle,Ewallet,2022-11-05,17.0,1.0,7.0,0.48,17.0,2022,november
2874,WALM063,Georgetown,Fashion accessories,Ewallet,2023-09-04,27.0,1.0,8.0,0.33,27.0,2023,september
2875,WALM010,Laredo,Home and lifestyle,Ewallet,2022-06-29,31.0,3.0,9.0,0.48,93.0,2022,june
2876,WALM095,Big Spring,Fashion accessories,Ewallet,2021-09-29,82.0,3.0,5.0,0.33,246.0,2021,september
2877,WALM018,Frisco,Home and lifestyle,Ewallet,2021-01-17,37.0,3.0,7.0,0.48,111.0,2021,january
2878,WALM007,Arlington,Fashion accessories,Ewallet,2021-04-03,69.0,1.0,6.0,0.48,69.0,2021,april
2879,WALM030,Richardson,Home and lifestyle,Ewallet,2023-12-25,36.0,3.0,4.0,0.48,108.0,2023,december
2880,WALM045,Missouri City,Fashion accessories,Credit card,2021-03-15,33.0,1.0,5.0,0.48,33.0,2021,march
2881,WALM004,Austin,Home and lifestyle,Ewallet,2020-05-21,73.0,1.0,7.0,0.48,73.0,2020,may
2882,WALM017,McKinney,Fashion accessories,Ewallet,2023-11-18,32.0,1.0,4.0,0.48,32.0,2023,november
2883,WALM078,Del Rio,Home and lifestyle,Ewallet,2021-09-06,19.0,2.0,5.0,0.33,38.0,2021,september
2884,WALM016,Brownsville,Fashion accessories,Ewallet,2022-02-07,77.0,3.0,6.0,0.48,231.0,2022,febuary
2885,WALM033,Pearland,Home and lifestyle,Ewallet,2020-08-14,78.0,1.0,7.0,0.48,78.0,2020,august
2886,WALM091,Little Elm,Fashion accessories,Ewallet,2020-04-26,62.0,3.0,5.0,0.33,186.0,2020,april
2887,WALM028,Odessa,Home and lifestyle,Ewallet,2020-02-26,85.0,2.0,9.0,0.48,170.0,2020,febuary
2888,WALM051,New Braunfels,Fashion accessories,Ewallet,2020-12-06,29.0,1.0,5.0,0.57,29.0,2020,december
2889,WALM090,Brownwood,Home and lifestyle,Ewallet,2023-12-23,80.0,3.0,8.0,0.33,240.0,2023,december
2890,WALM049,North Richland Hills,Fashion accessories,Ewallet,2022-11-25,17.0,3.0,5.0,0.48,51.0,2022,november
2891,WALM096,Eagle Pass,Home and lifestyle,Ewallet,2021-10-27,83.0,3.0,5.0,0.33,249.0,2021,october
2892,WALM047,Flower Mound,Fashion accessories,Ewallet,2022-06-29,37.0,1.0,7.0,0.48,37.0,2022,june
2893,WALM058,Port Arthur,Home and lifestyle,Ewallet,2022-04-30,34.0,2.0,7.0,0.33,68.0,2022,april
2894,WALM078,Del Rio,Fashion accessories,Ewallet,2021-01-05,69.0,3.0,5.0,0.33,207.0,2021,january
2895,WALM092,Lake Jackson,Home and lifestyle,Ewallet,2022-02-19,16.0,2.0,8.0,0.33,32.0,2022,febuary
2896,WALM022,Mesquite,Fashion accessories,Ewallet,2022-05-20,52.0,1.0,4.0,0.48,52.0,2022,may
2897,WALM097,Alice,Home and lifestyle,Ewallet,2021-01-10,16.0,1.0,8.0,0.18,16.0,2021,january
2898,WALM019,Pasadena,Fashion accessories,Ewallet,2021-09-17,81.0,3.0,6.0,0.48,243.0,2021,september
2899,WALM042,Bryan,Home and lifestyle,Ewallet,2022-06-25,15.0,2.0,6.0,0.48,30.0,2022,june
2900,WALM083,Farmers Branch,Fashion accessories,Ewallet,2021-02-10,40.0,3.0,9.0,0.33,120.0,2021,febuary
2901,WALM092,Lake Jackson,Home and lifestyle,Ewallet,2022-05-19,51.0,1.0,8.0,0.33,51.0,2022,may
2902,WALM019,Pasadena,Fashion accessories,Ewallet,2021-04-13,30.0,3.0,5.0,0.48,90.0,2021,april
2903,WALM052,Mansfield,Home and lifestyle,Ewallet,2020-11-20,48.0,3.0,6.0,0.57,144.0,2020,november
2904,WALM098,Mineral Wells,Fashion accessories,Ewallet,2022-05-30,36.0,3.0,6.0,0.18,108.0,2022,may
2905,WALM001,Houston,Home and lifestyle,Ewallet,2021-11-03,26.0,1.0,4.0,0.36,26.0,2021,november
2906,WALM080,Nacogdoches,Fashion accessories,Ewallet,2022-03-19,78.0,1.0,6.0,0.33,78.0,2022,march
2907,WALM047,Flower Mound,Home and lifestyle,Ewallet,2023-04-19,48.0,2.0,5.0,0.48,96.0,2023,april
2908,WALM027,Abilene,Fashion accessories,Ewallet,2022-02-05,23.0,3.0,4.0,0.48,69.0,2022,febuary
2909,WALM052,Mansfield,Home and lifestyle,Ewallet,2021-08-21,85.0,3.0,8.0,0.57,255.0,2021,august
2910,WALM053,Conroe,Fashion accessories,Ewallet,2023-08-25,48.0,2.0,8.0,0.21,96.0,2023,august
2911,WALM070,Hurst,Home and lifestyle,Ewallet,2022-05-26,45.0,2.0,8.0,0.33,90.0,2022,may
2912,WALM049,North Richland Hills,Fashion accessories,Ewallet,2023-06-10,73.0,2.0,9.0,0.48,146.0,2023,june
2913,WALM049,North Richland Hills,Home and lifestyle,Ewallet,2021-07-25,73.0,2.0,6.0,0.48,146.0,2021,july
2914,WALM071,Lufkin,Fashion accessories,Ewallet,2023-05-19,44.0,1.0,8.0,0.33,44.0,2023,may
2915,WALM007,Arlington,Home and lifestyle,Ewallet,2022-04-22,66.0,1.0,4.0,0.48,66.0,2022,april
2916,WALM096,Eagle Pass,Fashion accessories,Ewallet,2020-10-15,81.0,1.0,4.0,0.18,81.0,2020,october
2917,WALM002,Dallas,Home and lifestyle,Ewallet,2022-12-26,63.0,1.0,7.0,0.36,63.0,2022,december
2918,WALM067,Haltom City,Fashion accessories,Ewallet,2021-05-16,21.0,1.0,4.0,0.33,21.0,2021,may
2919,WALM067,Haltom City,Home and lifestyle,Ewallet,2022-06-26,80.0,3.0,4.0,0.33,240.0,2022,june
2920,WALM098,Mineral Wells,Fashion accessories,Ewallet,2021-07-26,67.0,2.0,8.0,0.18,134.0,2021,july
2921,WALM026,Denton,Home and lifestyle,Ewallet,2022-12-13,18.0,1.0,8.0,0.48,18.0,2022,december
2922,WALM015,Grand Prairie,Fashion accessories,Ewallet,2023-02-13,83.0,2.0,4.0,0.48,166.0,2023,febuary
2923,WALM013,Irving,Home and lifestyle,Ewallet,2022-06-04,64.0,3.0,5.0,0.48,192.0,2022,june
2924,WALM045,Missouri City,Fashion accessories,Credit card,2021-04-07,52.0,1.0,5.0,0.48,52.0,2021,april
2925,WALM083,Farmers Branch,Home and lifestyle,Ewallet,2021-10-28,84.0,3.0,9.0,0.33,252.0,2021,october
2926,WALM033,Pearland,Fashion accessories,Ewallet,2022-10-21,40.0,1.0,5.0,0.48,40.0,2022,october
2927,WALM100,Canyon,Home and lifestyle,Ewallet,2022-02-04,51.0,3.0,7.0,0.18,153.0,2022,febuary
2928,WALM004,Austin,Fashion accessories,Ewallet,2023-06-08,62.0,3.0,7.0,0.48,186.0,2023,june
2929,WALM022,Mesquite,Home and lifestyle,Ewallet,2021-07-16,57.0,2.0,8.0,0.48,114.0,2021,july
2930,WALM047,Flower Mound,Fashion accessories,Ewallet,2022-12-15,66.0,3.0,5.0,0.48,198.0,2022,december
2931,WALM076,Huntsville,Home and lifestyle,Ewallet,2022-09-08,71.0,2.0,6.0,0.33,142.0,2022,september
2932,WALM010,Laredo,Fashion accessories,Ewallet,2020-09-03,24.0,1.0,5.0,0.48,24.0,2020,september
2933,WALM027,Abilene,Home and lifestyle,Ewallet,2021-05-16,83.0,1.0,9.0,0.48,83.0,2021,may
2934,WALM016,Brownsville,Fashion accessories,Ewallet,2022-11-12,45.0,1.0,7.0,0.48,45.0,2022,november
2935,WALM062,Galveston,Home and lifestyle,Ewallet,2020-03-29,67.0,3.0,4.0,0.33,201.0,2020,march
2936,WALM048,Harlingen,Fashion accessories,Ewallet,2022-02-27,81.0,3.0,8.0,0.48,243.0,2022,febuary
2937,WALM012,Garland,Home and lifestyle,Ewallet,2023-11-25,61.0,3.0,5.0,0.48,183.0,2023,november
2938,WALM059,Pflugerville,Fashion accessories,Ewallet,2022-10-27,77.0,2.0,4.0,0.33,154.0,2022,october
2939,WALM093,Angleton,Home and lifestyle,Ewallet,2023-06-04,30.0,1.0,6.0,0.33,30.0,2023,june
2940,WALM022,Mesquite,Fashion accessories,Ewallet,2020-10-15,77.0,2.0,6.0,0.48,154.0,2020,october
2941,WALM033,Pearland,Home and lifestyle,Ewallet,2022-02-20,42.0,1.0,9.0,0.48,42.0,2022,febuary
2942,WALM034,College Station,Fashion accessories,Ewallet,2020-11-14,51.0,1.0,5.0,0.48,51.0,2020,november
2943,WALM004,Austin,Home and lifestyle,Ewallet,2022-09-01,83.0,2.0,9.0,0.48,166.0,2022,september
2944,WALM100,Canyon,Fashion accessories,Ewallet,2023-12-30,32.0,3.0,4.0,0.18,96.0,2023,december
2945,WALM072,Lancaster,Home and lifestyle,Ewallet,2021-07-26,26.0,1.0,5.0,0.33,26.0,2021,july
2946,WALM024,Carrollton,Fashion accessories,Ewallet,2023-02-18,23.0,1.0,6.0,0.48,23.0,2023,febuary
2947,WALM040,Edinburg,Home and lifestyle,Ewallet,2023-12-23,84.0,1.0,8.0,0.48,84.0,2023,december
2948,WALM091,Little Elm,Fashion accessories,Ewallet,2023-11-02,42.0,2.0,8.0,0.33,84.0,2023,november
2949,WALM095,Big Spring,Home and lifestyle,Ewallet,2020-01-03,33.0,3.0,8.0,0.33,99.0,2020,january
2950,WALM006,El Paso,Fashion accessories,Ewallet,2021-10-22,84.0,2.0,9.0,0.48,168.0,2021,october
2951,WALM007,Arlington,Home and lifestyle,Ewallet,2022-02-13,69.0,3.0,6.0,0.48,207.0,2022,febuary
2952,WALM011,Lubbock,Fashion accessories,Ewallet,2022-08-09,54.0,2.0,5.0,0.48,108.0,2022,august
2953,WALM010,Laredo,Home and lifestyle,Ewallet,2021-02-25,15.0,1.0,8.0,0.48,15.0,2021,febuary
2954,WALM081,Friendswood,Fashion accessories,Ewallet,2022-05-18,69.0,3.0,7.0,0.33,207.0,2022,may
2955,WALM048,Harlingen,Home and lifestyle,Ewallet,2023-09-29,30.0,3.0,9.0,0.48,90.0,2023,september
2956,WALM045,Missouri City,Fashion accessories,Credit card,2020-02-15,48.0,1.0,7.0,0.48,48.0,2020,febuary
2957,WALM077,Coppell,Home and lifestyle,Ewallet,2020-05-05,70.0,1.0,5.0,0.33,70.0,2020,may
2958,WALM023,Midland,Fashion accessories,Ewallet,2020-02-12,23.0,2.0,8.0,0.48,46.0,2020,febuary
2959,WALM096,Eagle Pass,Home and lifestyle,Ewallet,2023-01-12,64.0,3.0,5.0,0.33,192.0,2023,january
2960,WALM079,La Porte,Fashion accessories,Ewallet,2021-04-23,62.0,2.0,5.0,0.33,124.0,2021,april
2961,WALM034,College Station,Home and lifestyle,Ewallet,2022-02-20,43.0,3.0,4.0,0.48,129.0,2022,febuary
2962,WALM049,North Richland Hills,Fashion accessories,Ewallet,2021-03-05,64.0,1.0,7.0,0.48,64.0,2021,march
2963,WALM083,Farmers Branch,Home and lifestyle,Ewallet,2021-03-06,79.0,2.0,7.0,0.33,158.0,2021,march
2964,WALM005,Fort Worth,Fashion accessories,Ewallet,2022-01-10,50.0,1.0,6.0,0.48,50.0,2022,january
2965,WALM018,Frisco,Home and lifestyle,Ewallet,2021-12-26,58.0,1.0,7.0,0.48,58.0,2021,december
2966,WALM011,Lubbock,Fashion accessories,Ewallet,2020-03-28,41.0,3.0,5.0,0.48,123.0,2020,march
2967,WALM020,Killeen,Home and lifestyle,Ewallet,2021-09-20,15.0,3.0,5.0,0.48,45.0,2021,september
2968,WALM047,Flower Mound,Fashion accessories,Ewallet,2022-09-12,72.0,1.0,8.0,0.48,72.0,2022,september
2969,WALM062,Galveston,Home and lifestyle,Ewallet,2021-09-05,70.0,3.0,8.0,0.33,210.0,2021,september
2970,WALM079,La Porte,Fashion accessories,Ewallet,2023-10-29,42.0,3.0,4.0,0.33,126.0,2023,october
2971,WALM028,Odessa,Home and lifestyle,Ewallet,2021-01-09,41.0,2.0,7.0,0.48,82.0,2021,january
2972,WALM085,Kerrville,Fashion accessories,Ewallet,2020-02-27,18.0,1.0,6.0,0.33,18.0,2020,febuary
2973,WALM020,Killeen,Home and lifestyle,Ewallet,2021-06-14,20.0,2.0,5.0,0.48,40.0,2021,june
2974,WALM009,Plano,Fashion accessories,Ewallet,2022-07-18,57.0,2.0,5.0,0.48,114.0,2022,july
2975,WALM009,Plano,Home and lifestyle,Ewallet,2023-05-11,54.0,2.0,4.0,0.48,108.0,2023,may
2976,WALM005,Fort Worth,Fashion accessories,Ewallet,2021-11-19,45.0,2.0,4.0,0.48,90.0,2021,november
2977,WALM015,Grand Prairie,Home and lifestyle,Ewallet,2023-02-10,35.0,3.0,9.0,0.48,105.0,2023,febuary
2978,WALM010,Laredo,Fashion accessories,Ewallet,2021-08-01,63.0,2.0,7.0,0.48,126.0,2021,august
2979,WALM017,McKinney,Home and lifestyle,Ewallet,2021-05-10,82.0,2.0,7.0,0.48,164.0,2021,may
2980,WALM063,Georgetown,Fashion accessories,Ewallet,2023-07-09,31.0,3.0,8.0,0.33,93.0,2023,july
2981,WALM059,Pflugerville,Home and lifestyle,Ewallet,2022-02-28,59.0,3.0,8.0,0.33,177.0,2022,febuary
2982,WALM063,Georgetown,Fashion accessories,Ewallet,2020-09-13,27.0,3.0,5.0,0.33,81.0,2020,september
2983,WALM041,Mission,Home and lifestyle,Ewallet,2020-03-03,69.0,1.0,8.0,0.48,69.0,2020,march
2984,WALM004,Austin,Fashion accessories,Ewallet,2021-06-25,45.0,3.0,9.0,0.48,135.0,2021,june
2985,WALM088,Cleburne,Home and lifestyle,Ewallet,2022-09-14,50.0,3.0,8.0,0.33,150.0,2022,september
2986,WALM060,DeSoto,Fashion accessories,Ewallet,2022-04-03,29.0,3.0,6.0,0.33,87.0,2022,april
2987,WALM064,Bedford,Home and lifestyle,Ewallet,2022-09-10,32.0,3.0,8.0,0.33,96.0,2022,september
2988,WALM078,Del Rio,Fashion accessories,Ewallet,2020-04-28,41.0,2.0,6.0,0.33,82.0,2020,april
2989,WALM062,Galveston,Home and lifestyle,Ewallet,2021-04-07,76.0,2.0,8.0,0.33,152.0,2021,april
2990,WALM090,Brownwood,Fashion accessories,Ewallet,2022-04-29,58.0,3.0,4.0,0.33,174.0,2022,april
2991,WALM021,McAllen,Home and lifestyle,Ewallet,2021-10-18,28.0,3.0,8.0,0.48,84.0,2021,october
2992,WALM016,Brownsville,Fashion accessories,Ewallet,2023-09-02,55.0,3.0,6.0,0.48,165.0,2023,september
2993,WALM042,Bryan,Home and lifestyle,Ewallet,2020-03-30,42.0,2.0,6.0,0.48,84.0,2020,march
2994,WALM006,El Paso,Fashion accessories,Ewallet,2023-03-10,69.0,1.0,4.0,0.48,69.0,2023,march
2995,WALM028,Odessa,Home and lifestyle,Ewallet,2021-07-26,50.0,3.0,7.0,0.48,150.0,2021,july
2996,WALM031,Lewisville,Fashion accessories,Ewallet,2022-11-25,34.0,1.0,5.0,0.48,34.0,2022,november
2997,WALM061,Cedar Park,Home and lifestyle,Ewallet,2021-09-28,43.0,2.0,9.0,0.33,86.0,2021,september
2998,WALM095,Big Spring,Fashion accessories,Ewallet,2021-03-27,84.0,1.0,5.0,0.33,84.0,2021,march
2999,WALM051,New Braunfels,Home and lifestyle,Ewallet,2023-07-27,73.0,3.0,9.0,0.48,219.0,2023,july
3000,WALM022,Mesquite,Fashion accessories,Ewallet,2020-02-10,60.0,2.0,8.0,0.48,120.0,2020,febuary
3001,WALM061,Cedar Park,Home and lifestyle,Ewallet,2023-04-08,79.0,3.0,9.0,0.33,237.0,2023,april
3002,WALM072,Lancaster,Fashion accessories,Ewallet,2023-10-19,79.0,2.0,4.0,0.33,158.0,2023,october
3003,WALM098,Mineral Wells,Home and lifestyle,Ewallet,2022-03-09,29.0,3.0,6.0,0.18,87.0,2022,march
3004,WALM088,Cleburne,Fashion accessories,Ewallet,2022-04-19,33.0,3.0,8.0,0.33,99.0,2022,april
3005,WALM094,Alamo,Home and lifestyle,Ewallet,2022-06-12,17.0,2.0,5.0,0.33,34.0,2022,june
3006,WALM076,Huntsville,Fashion accessories,Ewallet,2023-06-15,83.0,3.0,8.0,0.33,249.0,2023,june
3007,WALM008,Corpus Christi,Home and lifestyle,Ewallet,2022-10-14,64.0,1.0,9.0,0.48,64.0,2022,october
3008,WALM070,Hurst,Fashion accessories,Ewallet,2021-11-30,69.0,3.0,4.0,0.33,207.0,2021,november
3009,WALM009,Plano,Home and lifestyle,Ewallet,2023-09-30,73.0,1.0,9.0,0.48,73.0,2023,september
3010,WALM016,Brownsville,Fashion accessories,Ewallet,2023-02-06,58.0,3.0,6.0,0.48,174.0,2023,febuary
3011,WALM085,Kerrville,Home and lifestyle,Ewallet,2020-02-24,67.0,1.0,9.0,0.33,67.0,2020,febuary
3012,WALM019,Pasadena,Fashion accessories,Ewallet,2023-08-13,76.0,2.0,7.0,0.48,152.0,2023,august
3013,WALM060,DeSoto,Home and lifestyle,Ewallet,2021-01-03,58.0,1.0,6.0,0.33,58.0,2021,january
3014,WALM061,Cedar Park,Fashion accessories,Ewallet,2020-04-27,66.0,3.0,6.0,0.33,198.0,2020,april
3015,WALM001,Houston,Home and lifestyle,Ewallet,2020-09-12,60.0,3.0,7.0,0.36,180.0,2020,september
3016,WALM077,Coppell,Fashion accessories,Ewallet,2021-08-19,42.0,1.0,4.0,0.33,42.0,2021,august
3017,WALM043,Baytown,Home and lifestyle,Ewallet,2021-03-25,35.0,1.0,6.0,0.48,35.0,2021,march
3018,WALM076,Huntsville,Fashion accessories,Ewallet,2023-03-02,67.0,2.0,6.0,0.33,134.0,2023,march
3019,WALM067,Haltom City,Home and lifestyle,Ewallet,2021-01-31,75.0,3.0,5.0,0.33,225.0,2021,january
3020,WALM066,Grapevine,Fashion accessories,Ewallet,2020-11-02,85.0,1.0,7.0,0.33,85.0,2020,november
3021,WALM079,La Porte,Home and lifestyle,Ewallet,2020-05-12,32.0,2.0,5.0,0.33,64.0,2020,may
3022,WALM058,Port Arthur,Fashion accessories,Ewallet,2023-02-23,27.0,3.0,4.0,0.33,81.0,2023,febuary
3023,WALM011,Lubbock,Home and lifestyle,Ewallet,2020-06-23,68.0,2.0,5.0,0.48,136.0,2020,june
3024,WALM059,Pflugerville,Fashion accessories,Ewallet,2023-08-24,42.0,2.0,9.0,0.33,84.0,2023,august
3025,WALM017,McKinney,Home and lifestyle,Ewallet,2022-08-17,35.0,3.0,8.0,0.48,105.0,2022,august
3026,WALM079,La Porte,Fashion accessories,Ewallet,2023-07-20,35.0,3.0,7.0,0.33,105.0,2023,july
3027,WALM036,Allen,Home and lifestyle,Ewallet,2023-02-21,85.0,3.0,6.0,0.48,255.0,2023,febuary
3028,WALM018,Frisco,Fashion accessories,Ewallet,2022-07-30,41.0,2.0,5.0,0.48,82.0,2022,july
3029,WALM001,Houston,Home and lifestyle,Ewallet,2022-01-25,59.0,3.0,7.0,0.36,177.0,2022,january
3030,WALM044,Pharr,Fashion accessories,Ewallet,2022-03-07,43.0,3.0,6.0,0.48,129.0,2022,march
3031,WALM004,Austin,Home and lifestyle,Ewallet,2020-07-14,46.0,1.0,6.0,0.48,46.0,2020,july
3032,WALM023,Midland,Fashion accessories,Ewallet,2023-06-06,71.0,2.0,6.0,0.48,142.0,2023,june
3033,WALM053,Conroe,Home and lifestyle,Ewallet,2023-12-09,85.0,1.0,8.0,0.57,85.0,2023,december
3034,WALM002,Dallas,Fashion accessories,Ewallet,2021-06-30,36.0,3.0,7.0,0.36,108.0,2021,june
3035,WALM026,Denton,Home and lifestyle,Ewallet,2020-04-15,84.0,2.0,9.0,0.48,168.0,2020,april
3036,WALM064,Bedford,Fashion accessories,Ewallet,2023-04-29,19.0,3.0,5.0,0.33,57.0,2023,april
3037,WALM042,Bryan,Home and lifestyle,Ewallet,2020-07-10,54.0,2.0,9.0,0.48,108.0,2020,july
3038,WALM080,Nacogdoches,Fashion accessories,Ewallet,2020-07-12,41.0,3.0,9.0,0.33,123.0,2020,july
3039,WALM020,Killeen,Home and lifestyle,Ewallet,2023-07-18,32.0,1.0,9.0,0.48,32.0,2023,july
